역삼아레나빌딩,37.501087,127.043069,서울특별시 강남구 언주로 425 (역삼동)
논현역사거리,37.510178,127.022223,서울특별시 강남구 강남대로 538 (논현동)
신사역성일빌딩,37.5139309,127.0206057,서울특별시 강남구 강남대로 584 (논현동)
국기원사거리,37.499517,127.031495,서울특별시 강남구 테헤란로 125 (역삼동)
대치재경빌딩R,37.494668,127.062583,서울특별시 강남구 남부순환로 2947 (대치동)
봉은사역,37.515000,127.063196,서울특별시 강남구 봉은사로 619 (삼성동)
압구정윤성빌딩,37.5227934,127.0286009,서울특별시 강남구 논현로 834 (신사동)
코엑스별마당,37.510150,127.060275,서울특별시 강남구 영동대로 513 (삼성동)
삼성역섬유센터R,37.507750,127.060651,서울특별시 강남구 테헤란로 518 (대치동)
압구정R,37.5273669,127.033061,서울특별시 강남구 언주로 861 (신사동)
수서역R,37.488008,127.102650,서울특별시 강남구 광평로 281 (수서동)
양재강남빌딩R,37.485192,127.036685,서울특별시 강남구 남부순환로 2621 (도곡동)
선릉동신빌딩R,37.505321,127.050409,서울특별시 강남구 테헤란로 409 (삼성동)
봉은사로선정릉,37.511293,127.048409,서울특별시 강남구 봉은사로 446 (삼성동)
강남오거리,37.502117,127.026672,서울특별시 강남구 봉은사로2길 39 (역삼동)
스타필드코엑스몰R,37.50999,127.061455,서울특별시 강남구 영동대로 513 (삼성동) 코엑스 A106호
강남구청정문,37.518181,127.045995,서울특별시 강남구 학동로 419 (청담동)
도곡공원,37.492805,127.041309,서울특별시 강남구 도곡로 205 (역삼동)
강남R,37.497711,127.028439,서울특별시 강남구 강남대로 390 (역삼동)
대치은마사거리,37.498973,127.060172,서울특별시 강남구 도곡로 457 (대치동)
청담영동대로,37.522156,127.056449,서울특별시 강남구 영동대로 720 (청담동)
압구정,37.526283,127.02956,서울특별시 강남구 압구정로30길 17 (신사동)
신사가로수,37.521933,127.022521,서울특별시 강남구 가로수길 59 
청담스타R,37.525216,127.041827,서울특별시 강남구 도산대로57길 24 (청담동)
강남우성,37.492396,127.030910,서울특별시 강남구 강남대로 328 (역삼동)
학동사거리,37.52236449999999,127.03795430000002,서울특별시 강남구 도산대로 328 (논현동)
대치사거리,37.503331,127.058817,서울특별시 강남구 삼성로 402 (대치동)
포스코사거리,37.5075307,127.05742710000004,서울특별시 강남구 테헤란로 505 (삼성동) 화진빌딩
을지병원사거리,37.5191632,127.0286446,"서울특별시 강남구 논현로 752 (논현동,구산빌딩)"
신사역,37.5162021,127.0207428,서울특별시 강남구 도산대로 108 (논현동) 렉스타워
도곡역,37.492167,127.057398,서울특별시 강남구 남부순환로 2909 (대치동)
서울세관사거리,37.514887,127.035653,서울특별시 강남구 언주로 650 (논현동) 한국건설기술인협회
청담사거리,37.5236351,127.04686509999999,서울특별시 강남구 도산대로 458 (청담동) 리츠타워
한티역,37.496801,127.055055,"서울특별시 강남구 도곡로 408, 디마크빌딩 101호 (대치동)"
역삼초교사거리,37.4941059,127.03299730000003,서울특별시 강남구 역삼로 123 (역삼동)
코엑스몰,37.513715,127.059245,서울특별시 강남구 영동대로 513 (삼성동) O103호
가로수길,37.5231593,127.02162499999997,"서울특별시 강남구 논현로175길 94, 1~2층 (신사동)"
역삼대로,37.501623,127.039375,"서울특별시 강남구 테헤란로 211, 한국고등교육재단빌딩 1층 (역삼동)"
역삼포스코,37.499721,127.033582,"서울특별시 강남구 테헤란로 134, P&amp;S TOWER (역삼동)"
